gene_name,item_number,product_name
ATG13,HZGHC000304c002,Human ATG13 1bp insertion knockout cell line
ATG13,HZGHC000304c003,Human ATG13 1bp insertion knockout cell line
CDK18,HZGHC000305c011,Human CDK18 14bp deletion knockout cell line
CDK18,HZGHC000305c013,Human CDK18 1bp insertion knockout cell line
CDK18,HZGHC000305c020,Human CDK18 2bp deletion knockout cell line
FES,HZGHC000307c016,Human FES 38bp deletion knockout cell line
FES,HZGHC000307c019,Human FES 29bp deletion knockout cell line
FES,HZGHC000307c023,Human FES 17bp deletion knockout cell line
CAMKK1,HZGHC000309c001,Human CAMKK1 1bp insertion knockout cell line
CAMKK1,HZGHC000309c018,Human CAMKK1 7bp deletion knockout cell line
PAK6,HZGHC000310c018,Human PAK6 2bp deletion knockout cell line
PRKACA,HZGHC000313c001,Human PRKACA 1bp insertion knockout cell line
PRKACA,HZGHC000313c012,Human PRKACA 2bp deletion knockout cell line
PRKACA,HZGHC000313c018,Human PRKACA 2bp deletion knockout cell line
PRKACB,HZGHC000314c004,Human PRKACB 8bp deletion knockout cell line
PRKACB,HZGHC000314c011,Human PRKACB 23bp deletion knockout cell line
ADCK4,HZGHC000315c016,Human ADCK4 2bp insertion knockout cell line
ADCK4,HZGHC000315c019,Human ADCK4 8bp deletion knockout cell line
ADCK5,HZGHC000316c010,Human ADCK5 16bp deletion knockout cell line
ADCK5,HZGHC000316c015,Human ADCK5 13bp deletion knockout cell line
ADCK5,HZGHC000316c019,Human ADCK5 4bp deletion knockout cell line
CDK13,HZGHC000317c002,Human CDK13 14bp deletion knockout cell line
CDK13,HZGHC000317c007,Human CDK13 8bp deletion knockout cell line
CDK13,HZGHC000317c016,Human CDK13 2bp insertion knockout cell line
ROCK1,HZGHC000320c011,Human ROCK1 7bp deletion knockout cell line
ROCK1,HZGHC000320c012,Human ROCK1 2bp deletion knockout cell line
ROCK1,HZGHC000320c016,Human ROCK1 13bp deletion knockout cell line
PNCK,HZGHC000324c013,Human PNCK 11bp deletion knockout cell line
PNCK,HZGHC000324c020,Human PNCK 14bp deletion knockout cell line
CDK8,HZGHC000325c001,Human CDK8 1bp insertion knockout cell line
CDK8,HZGHC000325c017,Human CDK8 1bp insertion knockout cell line
MARK2,HZGHC000328c013,Human MARK2 11bp deletion knockout cell line
MARK2,HZGHC000328c014,Human MARK2 2bp deletion knockout cell line
POMK,HZGHC000330c018,Human POMK 2bp insertion knockout cell line
POMK,HZGHC000330c023,Human POMK 13bp deletion knockout cell line
MAST1,HZGHC000331c013,Human MAST1 2bp insertion knockout cell line
HIPK3,HZGHC000334c010,Human HIPK3 1bp insertion knockout cell line
HIPK3,HZGHC000334c011,Human HIPK3 1bp insertion knockout cell line
HIPK3,HZGHC000334c012,Human HIPK3 2bp deletion knockout cell line
HIPK2,HZGHC000335c010,Human HIPK2 11bp deletion knockout cell line
HIPK2,HZGHC000335c011,Human HIPK2 17bp deletion knockout cell line
HIPK2,HZGHC000335c022,Human HIPK2 29bp deletion knockout cell line
ROR2,HZGHC000336c004,Human ROR2 5bp deletion knockout cell line
ROR2,HZGHC000336c013,Human ROR2 19bp deletion knockout cell line
ROR2,HZGHC000336c014,Human ROR2 14bp deletion knockout cell line
EIF2AK2,HZGHC000338c001,Human EIF2AK2 3bp deletion knockout cell line
EIF2AK2,HZGHC000338c010,Human EIF2AK2 13bp deletion knockout cell line
EIF2AK2,HZGHC000338c020,Human EIF2AK2 4bp deletion knockout cell line
NEK7,HZGHC000340c006,Human NEK7 2bp deletion knockout cell line
NEK7,HZGHC000340c010,Human NEK7 4bp deletion knockout cell line
NEK7,HZGHC000340c011,Human NEK7 13bp deletion knockout cell line
NEK1,HZGHC000344c010,Human NEK1 2bp deletion knockout cell line
NEK1,HZGHC000344c012,Human NEK1 10bp deletion knockout cell line
BRSK2,HZGHC000345c017,Human BRSK2 4bp deletion knockout cell line
BRSK2,HZGHC000345c022,Human BRSK2 7bp deletion knockout cell line
BRSK1,HZGHC000347c003,Human BRSK1 16bp deletion knockout cell line
BRSK1,HZGHC000347c005,Human BRSK1 1bp insertion knockout cell line
BRSK1,HZGHC000347c019,Human BRSK1 16bp deletion knockout cell line
SRC,HZGHC000348c014,Human SRC 7bp deletion knockout cell line
SRC,HZGHC000348c017,Human SRC 14bp deletion knockout cell line
SRC,HZGHC000348c023,Human SRC 8bp deletion knockout cell line
SPEG,HZGHC000351c002,Human SPEG 4bp deletion knockout cell line
SPEG,HZGHC000351c012,Human SPEG 2bp deletion knockout cell line
SPEG,HZGHC000351c016,Human SPEG 1bp deletion knockout cell line
DCLK2,HZGHC000352c005,Human DCLK2 4bp deletion knockout cell line
STK19,HZGHC000353c003,Human STK19 23bp deletion knockout cell line
STK19,HZGHC000353c008,Human STK19 2bp insertion knockout cell line
AXIN1,HZGHC000355c010,Human AXIN1 20bp deletion knockout cell line
AXIN1,HZGHC000355c011,Human AXIN1 1bp insertion knockout cell line
AXIN1,HZGHC000355c019,Human AXIN1 26bp deletion knockout cell line
AXIN1,HZGHC000355c021,Human AXIN1 31bp deletion knockout cell line
AXIN1,HZGHC000355c024,Human AXIN1 13bp deletion knockout cell line
BRD2,HZGHC000356c010,Human BRD2 2bp deletion knockout cell line
BRD2,HZGHC000356c015,Human BRD2 4bp deletion knockout cell line
BRD2,HZGHC000356c017,Human BRD2 4bp deletion knockout cell line
LTK,HZGHC000357c018,Human LTK 37bp deletion knockout cell line
LTK,HZGHC000357c019,Human LTK 23bp deletion knockout cell line
TRIO,HZGHC000359c007,Human TRIO 1bp deletion knockout cell line
TRIO,HZGHC000359c009,Human TRIO 1bp deletion knockout cell line
CSNK1E,HZGHC000362c004,Human CSNK1E 13bp deletion knockout cell line
CSNK1E,HZGHC000362c011,Human CSNK1E 8bp deletion knockout cell line
GRK6,HZGHC000364c014,Human GRK6 7bp deletion knockout cell line
TSSK3,HZGHC000368c013,Human TSSK3 16bp deletion knockout cell line
KSR1,HZGHC000369c001,Human KSR1 10bp deletion knockout cell line
KSR1,HZGHC000369c003,Human KSR1 19bp deletion knockout cell line
LAMTOR4,HZGHC000374c009,Human LAMTOR4 2bp deletion knockout cell line
LAMTOR4,HZGHC000374c010,Human LAMTOR4 8bp deletion knockout cell line
LAMTOR4,HZGHC000374c012,Human LAMTOR4 1bp insertion knockout cell line
C17ORF59,HZGHC000377c001,Human C17orf59 2bp deletion knockout cell line
C17ORF59,HZGHC000377c016,Human C17orf59 4bp deletion knockout cell line
C17ORF59,HZGHC000377c017,Human C17orf59 10bp deletion knockout cell line
PRKD1,HZGHC000394c001,Human PRKD1 2bp deletion knockout cell line
PRKD1,HZGHC000394c011,Human PRKD1 14bp deletion knockout cell line
PRKD1,HZGHC000394c012,Human PRKD1 14bp deletion knockout cell line
DDI2,HZGHC000395c002,Human DDI2 135bp insertion knockout cell line
DDI2,HZGHC000396c007,Human DDI2 4bp deletion knockout cell line
DDI2,HZGHC000396c010,Human DDI2 41bp deletion knockout cell line
MKNK1,HZGHC000397c012,Human MKNK1 7bp deletion knockout cell line
MKNK1,HZGHC000397c018,Human MKNK1 4bp deletion knockout cell line
ACVR2A,HZGHC000400c009,Human ACVR2A 7bp deletion knockout cell line
MELK,HZGHC000401c007,Human MELK 5bp deletion knockout cell line
VRK2,HZGHC000403c006,Human VRK2 7bp deletion knockout cell line
CASK,HZGHC000404c023,Human CASK 17bp deletion knockout cell line
LIMK2,HZGHC000405c015,Human LIMK2 5bp deletion knockout cell line
WDR62,HZGHC000409c005,Human WDR62 1bp insertion knockout cell line
WDR62,HZGHC000409c006,Human WDR62 1bp insertion knockout cell line
TP53BP1,HZGHC000413c010,Human TP53BP1 40bp deletion knockout cell line
TP53BP1,HZGHC000413c011,Human TP53BP1 1bp deletion knockout cell line
NEIL1,HZGHC000418c007,Human NEIL1 16bp deletion knockout cell line
NEIL1,HZGHC000418c012,Human NEIL1 22bp deletion knockout cell line
NEIL1,HZGHC000418c017,HAP1 NEIL1 (-)
NEIL1,HZGHC000418c018,HAP1 NEIL1 (-)
NEIL1,HZGHC000418c021,HAP1 NEIL1 (-)
ERCC8,HZGHC000421c013,Human ERCC8 7bp deletion knockout cell line
ERCC8,HZGHC000421c024,Human ERCC8 14bp deletion knockout cell line
ERCC6,HZGHC000422c003,Human ERCC6 4bp deletion knockout cell line
ERCC6,HZGHC000422c005,Human ERCC6 5bp deletion knockout cell line
ERCC6,HZGHC000422c011,Human ERCC6 26bp deletion knockout cell line
TDP1,HZGHC000423c003,Human TDP1 2bp insertion knockout cell line
TDP1,HZGHC000423c005,Human TDP1 13bp deletion knockout cell line
TDP1,HZGHC000423c006,Human TDP1 1bp insertion knockout cell line
OGG1,HZGHC000424c001,Human OGG1 4bp deletion knockout cell line
OGG1,HZGHC000424c015,Human OGG1 5bp deletion knockout cell line
OGG1,HZGHC000424c022,Human OGG1 8bp deletion knockout cell line
ALKBH2,HZGHC000425c002,Human ALKBH2 7bp deletion knockout cell line
ALKBH2,HZGHC000425c015,Human ALKBH2 4bp deletion knockout cell line
ALKBH2,HZGHC000425c019,Human ALKBH2 13bp deletion knockout cell line
NHEJ1,HZGHC000426c004,Human NHEJ1 10bp deletion knockout cell line
NHEJ1,HZGHC000426c011,Human NHEJ1 5bp deletion knockout cell line
NHEJ1,HZGHC000426c017,Human NHEJ1 4bp deletion knockout cell line
RECQL4,HZGHC000427c003,Human RECQL4 2bp deletion knockout cell line
RECQL4,HZGHC000427c009,Human RECQL4 1bp insertion knockout cell line
RECQL4,HZGHC000427c011,Human RECQL4 5bp deletion knockout cell line
XRCC4,HZGHC000428c010,Human XRCC4 2bp deletion knockout cell line
XRCC4,HZGHC000428c024,Human XRCC4 11bp deletion knockout cell line
DCLRE1C,HZGHC000429c002,Human DCLRE1C 1bp insertion knockout cell line
DCLRE1C,HZGHC000429c006,Human DCLRE1C 28bp deletion knockout cell line
DCLRE1C,HZGHC000429c012,Human DCLRE1C 4bp deletion knockout cell line
APTX,HZGHC000431c002,Human APTX 11bp deletion knockout cell line
APTX,HZGHC000431c014,Human APTX 2bp insertion knockout cell line
APTX,HZGHC000431c023,Human APTX 19bp deletion knockout cell line
WRN,HZGHC000432c002,Human WRN 1bp insertion knockout cell line
WRN,HZGHC000432c003,Human WRN 1bp insertion knockout cell line
XPA,HZGHC000433c001,Human XPA 4bp deletion knockout cell line
XPA,HZGHC000433c010,Human XPA 5bp deletion knockout cell line
XPA,HZGHC000433c011,Human XPA 2bp deletion knockout cell line
RNASEK,HZGHC000436c003,Human RNASEK 2bp insertion knockout cell line
RNASEK,HZGHC000436c011,Human RNASEK 2bp deletion knockout cell line
TM9SF1,HZGHC000437c001,Human TM9SF1 2bp insertion knockout cell line
TM9SF1,HZGHC000437c002,Human TM9SF1 16bp deletion knockout cell line
TM9SF2,HZGHC000439c005,Human TM9SF2 4bp deletion knockout cell line
TM9SF2,HZGHC000439c006,Human TM9SF2 13bp deletion knockout cell line
TM9SF4,HZGHC000441c008,Human TM9SF4 7bp deletion knockout cell line
TM9SF4,HZGHC000441c010,Human TM9SF4 28bp deletion knockout cell line
TM9SF3,HZGHC000444c005,Human TM9SF3 5bp deletion knockout cell line
TM9SF3,HZGHC000444c006,Human TM9SF3 8bp deletion knockout cell line
COPS6,HZGHC000446c001,Human COPS6 40bp deletion knockout cell line
COPS6,HZGHC000446c005,Human COPS6 37bp deletion knockout cell line
USP53,HZGHC000447c007,Human USP53 4bp deletion knockout cell line
USP53,HZGHC000447c010,Human USP53 5bp insertion knockout cell line
USP27X,HZGHC000448c001,Human USP27X 1bp insertion knockout cell line
USP27X,HZGHC000448c002,Human USP27X 1bp insertion knockout cell line
USP54,HZGHC000449c003,Human USP54 8bp deletion knockout cell line
USP54,HZGHC000449c010,Human USP54 2bp deletion knockout cell line
USP10,HZGHC000450c001,Human USP10 8bp deletion knockout cell line
USP10,HZGHC000450c007,Human USP10 5bp deletion knockout cell line
USP15,HZGHC000451c001,Human USP15 32bp deletion knockout cell line
USP15,HZGHC000451c002,Human USP15 16bp deletion knockout cell line
USP15,HZGHC000451c003,Human USP15 1bp deletion knockout cell line
USP13,HZGHC000453c006,Human USP13 2bp deletion knockout cell line
PAN2,HZGHC000454c003,Human PAN2 1bp insertion knockout cell line
PAN2,HZGHC000454c006,Human PAN2 8bp deletion knockout cell line
PAN2,HZGHC000454c008,Human PAN2 1bp insertion knockout cell line
USP1,HZGHC000455c005,Human USP1 16bp deletion knockout cell line
USP1,HZGHC000455c007,Human USP1 13bp deletion knockout cell line
JOSD1,HZGHC000456c012,Human JOSD1 8bp deletion knockout cell line
JOSD2,HZGHC000458c011,Human JOSD2 1bp insertion knockout cell line
USP21,HZGHC000459c001,Human USP21 4bp deletion knockout cell line
USP21,HZGHC000459c002,Human USP21 14bp deletion knockout cell line
USP20,HZGHC000460c008,Human USP20 5bp deletion knockout cell line
USP20,HZGHC000460c009,Human USP20 22bp deletion knockout cell line
USP22,HZGHC000461c009,Human USP22 11bp deletion knockout cell line
USP22,HZGHC000461c010,Human USP22 1bp insertion knockout cell line
USP25,HZGHC000462c001,Human USP25 1bp insertion knockout cell line
USP25,HZGHC000462c002,Human USP25 1bp insertion knockout cell line
USP25,HZGHC000462c008,Human USP25 218bp insertion knockout cell line
USP24,HZGHC000463c001,Human USP24 1bp insertion knockout cell line
USP24,HZGHC000463c011,Human USP24 1bp insertion knockout cell line
USP7,HZGHC000464c001,Human USP7 1bp insertion knockout cell line
USP7,HZGHC000464c002,Human USP7 1bp insertion knockout cell line
USP7,HZGHC000464c003,Human USP7 1bp insertion knockout cell line
USP30,HZGHC000465c002,Human USP30 1bp insertion knockout cell line
USP30,HZGHC000465c005,Human USP30 1bp deletion knockout cell line
USP30,HZGHC000465c011,Human USP30 13bp deletion knockout cell line
USP2,HZGHC000467c006,Human USP2 13bp deletion knockout cell line
USP2,HZGHC000467c010,Human USP2 10bp deletion knockout cell line
USP9X,HZGHC000468c003,Human USP9X 17bp deletion knockout cell line
USP9X,HZGHC000468c007,Human USP9X 16bp deletion knockout cell line
OTUD6B,HZGHC000469c004,Human OTUD6B 14bp deletion knockout cell line
OTUD6B,HZGHC000469c005,Human OTUD6B 14bp deletion knockout cell line
USP4,HZGHC000470c003,Human USP4 2bp insertion knockout cell line
CYLD,HZGHC000471c010,Human CYLD 1bp insertion knockout cell line
CYLD,HZGHC000471c012,Human CYLD 1bp insertion knockout cell line
STAMBPL1,HZGHC000474c003,Human STAMBPL1 2bp deletion knockout cell line
STAMBPL1,HZGHC000474c007,Human STAMBPL1 5bp deletion knockout cell line
OTUD7B,HZGHC000475c006,Human OTUD7B 10bp deletion knockout cell line
OTUD7B,HZGHC000475c011,Human OTUD7B 16bp deletion knockout cell line
USP38,HZGHC000476c003,Human USP38 1bp insertion knockout cell line
USP38,HZGHC000476c004,Human USP38 1bp insertion knockout cell line
USP34,HZGHC000480c001,Human USP34 2bp insertion knockout cell line
USP34,HZGHC000480c002,Human USP34 8bp deletion knockout cell line
USP33,HZGHC000481c008,Human USP33 2bp insertion knockout cell line
USP32,HZGHC000482c007,Human USP32 1bp insertion knockout cell line
USP32,HZGHC000482c010,Human USP32 16bp deletion knockout cell line
USP31,HZGHC000483c001,Human USP31 43bp deletion knockout cell line
USP31,HZGHC000483c009,Human USP31 10bp deletion knockout cell line
STAMBP,HZGHC000484c007,Human STAMBP 1bp insertion knockout cell line
STAMBP,HZGHC000484c008,Human STAMBP 1bp insertion knockout cell line
ZRANB1,HZGHC000485c007,Human ZRANB1 14bp deletion knockout cell line
USP46,HZGHC000486c003,Human USP46 1bp insertion knockout cell line
USP46,HZGHC000486c004,Human USP46 1bp insertion knockout cell line
USP46,HZGHC000486c005,Human USP46 1bp insertion knockout cell line
USP49,HZGHC000487c006,Human USP49 16bp deletion knockout cell line
USP49,HZGHC000487c011,Human USP49 10bp deletion knockout cell line
USP42,HZGHC000489c009,Human USP42 4bp insertion knockout cell line
USP19,HZGHC000491c002,Human USP19 25bp deletion knockout cell line
USP19,HZGHC000491c008,Human USP19 2bp insertion knockout cell line
USP18,HZGHC000492c006,Human USP18 8bp deletion knockout cell line
USP18,HZGHC000492c011,Human USP18 4bp deletion knockout cell line
USP12,HZGHC000493c001,Human USP12 19bp deletion knockout cell line
USP12,HZGHC000493c006,Human USP12 14bp deletion knockout cell line
USP11,HZGHC000494c002,Human USP11 2bp deletion knockout cell line
USP11,HZGHC000494c005,Human USP11 4bp deletion knockout cell line
USP16,HZGHC000495c002,Human USP16 2bp deletion knockout cell line
USP16,HZGHC000495c007,Human USP16 7bp deletion knockout cell line
USP14,HZGHC000497c008,Human USP14 1bp deletion knockout cell line
BRCC3,HZGHC000498c009,Human BRCC3 1bp insertion knockout cell line
BRCC3,HZGHC000498c010,Human BRCC3 8bp deletion knockout cell line
USP28,HZGHC000499c005,Human USP28 7bp deletion knockout cell line
USP28,HZGHC000499c006,Human USP28 10bp deletion knockout cell line
OTUD3,HZGHC000500c002,Human OTUD3 1bp insertion knockout cell line
OTUD3,HZGHC000500c003,Human OTUD3 16bp deletion knockout cell line
OTUD4,HZGHC000501c002,Human OTUD4 4bp deletion knockout cell line
OTUD5,HZGHC000502c002,Human OTUD5 2bp deletion knockout cell line
OTUD5,HZGHC000502c003,Human OTUD5 1bp deletion knockout cell line
MYSM1,HZGHC000504c005,Human MYSM1 7bp deletion knockout cell line
MYSM1,HZGHC000504c008,Human MYSM1 1bp insertion knockout cell line
USP40,HZGHC000505c009,Human USP40 16bp deletion knockout cell line
OTUB1,HZGHC000506c003,Human OTUB1 11bp deletion knockout cell line
OTUB1,HZGHC000506c010,Human OTUB1 7bp deletion knockout cell line
KDM1A,HZGHC000509c010,Human KDM1A 10bp deletion knockout cell line
KDM1A,HZGHC000509c012,Human KDM1A 4bp deletion knockout cell line
LARGE,HZGHC000510c001,Human LARGE 10bp deletion knockout cell line
LARGE,HZGHC000510c003,Human LARGE 13bp deletion knockout cell line
LARGE,HZGHC000510c008,Human LARGE 7bp deletion knockout cell line
TMEM5,HZGHC000511c007,Human TMEM5 14bp deletion knockout cell line
TMEM5,HZGHC000511c011,Human TMEM5 17bp deletion knockout cell line
PRKRA,HZGHC000514c008,Human PRKRA 1bp insertion knockout cell line
PRKRA,HZGHC000514c011,Human PRKRA 2bp deletion knockout cell line
PRKRA,HZGHC000514c012,Human PRKRA 5bp deletion knockout cell line
PRKRA,HZGHC000515c003,Human PRKRA 10bp deletion knockout cell line
PRKRA,HZGHC000515c007,Human PRKRA 16bp deletion knockout cell line
TARBP2,HZGHC000516c001,Human TARBP2 11bp deletion knockout cell line
TARBP2,HZGHC000516c008,Human TARBP2 11bp deletion knockout cell line
TARBP2,HZGHC000517c002,Human TARBP2 23bp deletion knockout cell line
TARBP2,HZGHC000517c010,Human TARBP2 10bp deletion knockout cell line
GALT,HZGHC000518c003,Human GALT 2bp deletion knockout cell line
GALT,HZGHC000518c005,Human GALT 1bp insertion knockout cell line
GALT,HZGHC000518c007,Human GALT 2bp deletion knockout cell line
CASD1,HZGHC000520c003,Human CASD1 16bp deletion knockout cell line
CASD1,HZGHC000520c009,Human CASD1 8bp deletion knockout cell line
PHF3,HZGHC000522c011,Human PHF3 1bp insertion knockout cell line
PHF3,HZGHC000522c012,Human PHF3 13bp deletion knockout cell line
BAZ2B,HZGHC000523c005,Human BAZ2B 16bp deletion knockout cell line
BAZ2B,HZGHC000523c010,Human BAZ2B 2bp insertion knockout cell line
BAZ2B,HZGHC000524c005,Human BAZ2B 5bp deletion knockout cell line
BAZ2B,HZGHC000524c006,Human BAZ2B 1bp deletion knockout cell line
KDM1B,HZGHC000525c005,Human KDM1B 32bp deletion knockout cell line
KDM1B,HZGHC000525c011,Human KDM1B 13bp deletion knockout cell line
MAPK8,HZGHC000526c003,Human MAPK8 5bp deletion knockout cell line
MAPK8,HZGHC000526c004,Human MAPK8 2bp insertion knockout cell line
ECE2,HZGHC000530c008,Human ECE2 2bp deletion knockout cell line
ECE2,HZGHC000530c010,Human ECE2 17bp deletion knockout cell line
FAM173A,HZGHC000532c005,Human FAM173A 1bp insertion knockout cell line
FAM173A,HZGHC000532c006,Human FAM173A 1bp insertion knockout cell line
